ar,ar,cl,uy,fk,py,bo,gs,br,pe,ec,sr,gf,gy,co,ve,aq,bv,sh,tt,pa,gd,an,aw,vc,cr,bb,lc,mq,dm,pn,ni,ms,gp,ag,kn,ai,pr,vi,vg,sv,do,hn,ht,jm,gt,ky,bz,tc,cu,bs,cv,sl,lr,gw,gm,za,gn,na,sn,bm,ci,mx,ls,gh,st,bw,pf,tg,ao,bf,mr,sz,bj,ga,gq,eh,ml,zw,us,hm,ck,cg,ng,tf,zm,cm,cd,nz,mz,pm,ne,ma,mw,cf,dz,nu,bi,rw,gi,to,tz,pt,mg,as,td,ws,ug,km,es,yt,nf,re,tk,wf,ke,tn,fj,ly,mu,ki,ad,sd,ca,gg,je,fr,mt,ie,mc,nc,im,va,it,ch,et,gb,be,sm,tv,lu,li,vu,nl,so,is,sc,hr,eg,er,si,dj,gr,al,fo,ba,de,at,me,gl,mk,xk,rs,cz,dk,hu,sk,au,bg,gz,il,no,pl,ps,jo,ro,cy,ye,lb,sb,md,sa,tr,se,io,lt,nr,sy,lv,ua,by,ee,mh,iq,fi,kw,bh,qa,ae,om,ge,cc,am,sj,mv,az,pg,ir,cx,tl,lk,fm,tm,id,uz,pk,af,sg,in,my,kz,gu,pw,tj,bn,mp,kg,np,kh,bd,th,ph,vn,bt,ru,mm,la,jp,mo,hk,tw,mn,cn,kr,kp
as,as,ws,nu,tk,wf,to,fj,ki,ck,tv,pf,vu,nc,nf,nr,mh,sb,nz,pn,fm,pg,gu,au,mp,pw,tl,jp,ph,mx,id,bn,kr,tw,kp,cx,hk,mo,gt,sv,vn,bz,sg,us,hn,ca,kh,ni,cl,cr,my,cc,aq,fk,ec,pa,la,pe,th,hm,ar,ky,cn,co,jm,cu,mn,tf,bs,mm,ru,gs,bo,uy,ht,aw,tc,py,an,do,bd,ve,bt,pr,vi,vg,ai,lk,np,bm,kn,gd,tt,ms,gp,bv,vc,ag,dm,lc,mq,gy,br,bb,in,sr,gl,io,sj,mv,pm,gf,kg,tj,mu,kz,re,pk,af,is,uz,tm,mg,fo,sc,fi,ls,za,se,no,sz,ee,om,yt,lv,ir,sh,km,ae,gb,lt,dk,by,az,ie,im,mz,qa,ge,am,bh,bw,pl,ua,zw,na,nl,kw,ye,de,so,mw,gg,md,be,je,iq,cz,lu,sk,sa,ro,hu,at,sy,tr,li,cv,zm,fr,ch,tz,si,dj,bg,rs,ke,hr,lb,et,ba,xk,sm,pt,cy,me,mc,mk,jo,ad,ps,er,es,il,al,gz,va,it,gr,ao,bi,gi,ug,rw,gw,gm,eh,sn,ma,eg,mt,sl,cd,mr,lr,sd,tn,gn,ci,dz,cg,ga,st,ly,ml,cf,gq,gh,bf,tg,bj,td,cm,ng,ne
at,at,si,cz,hr,hu,li,sk,sm,ba,ch,de,pl,rs,va,it,me,lu,mc,xk,be,ro,al,nl,mk,fr,bg,dk,md,lt,gr,ad,by,ua,lv,je,gg,mt,ee,se,no,gb,im,tn,es,ie,fi,tr,pt,gi,cy,fo,ge,lb,ly,dz,gz,ps,sy,il,ma,am,jo,eg,az,is,iq,sj,ne,kw,eh,td,ir,tm,mr,ml,sa,kz,gl,bh,uz,qa,sd,bf,er,ng,ae,bj,cm,tg,sn,cf,tj,af,gh,om,gm,kg,ye,dj,gn,ci,gw,et,cv,pk,sl,lr,gq,pm,cg,st,ga,ug,ru,so,rw,ke,cd,bi,np,tz,mn,in,ao,bm,bt,zm,mw,sc,bd,cn,km,ca,yt,mv,zw,lk,mm,ag,ai,gp,mz,kn,ms,dm,vg,vi,mq,bb,lc,bw,na,pr,vc,gd,tc,gf,mg,tt,do,bs,io,kp,ht,sr,la,sh,us,gy,sz,cu,th,an,aw,kr,re,jm,mu,ls,za,ky,ve,mo,hk,kh,vn,jp,tw,my,br,co,bz,hn,ni,pa,gt,cr,sg,sv,mx,ph,ec,bn,cc,bo,py,pe,id,cx,mp,uy,bv,pw,gu,tf,ar,gs,tl,hm,fm,cl,fk,pg,mh,aq,nr,au,sb,ki,tv,vu,tk,pn,nc,wf,ws,as,fj,pf,nu,nf,to,ck,nz
au,au,tl,pg,sb,nc,cx,nf,id,vu,pw,bn,fm,cc,nz,sg,ph,gu,nr,my,fj,mp,tv,vn,to,kh,wf,mh,tw,hk,mo,ws,th,nu,hm,as,tk,la,tf,ki,mm,ck,lk,kr,jp,io,bd,mv,kp,cn,bt,mu,in,pf,re,np,aq,mn,sc,mg,pk,yt,km,kg,af,tj,pn,om,sz,mz,bv,ru,ls,so,ae,uz,ye,mw,za,zw,tm,qa,kz,bh,tz,ke,ir,dj,bw,et,zm,sa,kw,gs,er,na,ug,bi,rw,fk,az,iq,am,ge,sd,ao,sy,cd,jo,ps,il,lb,gz,tr,eg,cy,cf,ar,cl,cg,ua,ga,md,td,sj,by,sh,bg,fi,ro,gq,ee,lv,cm,uy,lt,gr,mk,st,xk,rs,ly,al,se,me,sk,hu,pl,ng,ba,cz,ca,hr,si,mt,at,no,mx,ne,it,sm,va,dk,py,de,li,bj,tn,ch,tg,nl,mc,lu,gl,gh,be,fo,bo,pe,bf,fr,us,is,gb,ci,dz,ad,im,gt,sv,je,gg,ec,bz,br,ml,lr,ie,cr,hn,ni,es,gn,pa,sl,gi,ma,pt,co,mr,gw,ky,sn,gm,eh,jm,cu,bs,ve,aw,an,ht,gy,tc,sr,do,pm,cv,gf,tt,pr,gd,vc,vi,vg,lc,bm,mq,bb,kn,dm,ms,ai,gp,ag
aw,aw,an,do,pr,ht,ve,vi,vg,gd,kn,vc,ms,ai,tt,dm,gp,lc,mq,jm,co,ag,tc,bb,pa,cu,ky,gy,cr,bs,ni,hn,sr,ec,sv,bz,gf,gt,bm,pe,bo,br,mx,us,pm,py,cv,uy,cl,ar,ca,gm,gw,sn,eh,mr,sl,gn,lr,pt,ma,gl,gi,is,ie,ci,ml,es,fk,im,gg,je,fo,gb,bf,pn,gh,ad,dz,fr,sh,tg,be,bj,nl,lu,mc,gs,ch,no,li,dk,de,tn,ne,sm,va,it,st,ng,at,si,cz,hr,mt,se,sj,pl,ba,gq,sk,hu,cm,me,fi,al,ee,lt,ga,lv,ly,rs,xk,mk,gr,pf,ro,by,td,bg,cg,md,ua,cf,ao,bv,cd,cy,na,tr,eg,ck,gz,lb,il,ps,sd,aq,jo,sy,ge,za,bw,ki,rw,am,zm,bi,ug,az,iq,zw,as,ls,nu,tk,ws,er,sz,tz,ru,mw,kw,sa,ke,et,kz,mz,to,dj,wf,ir,tm,bh,qa,uz,ye,fj,tv,so,ae,km,mh,yt,om,nz,tj,kg,af,mg,mn,pk,nr,nf,jp,kp,vu,sc,nc,re,kr,mu,hm,tf,sb,cn,np,mp,in,fm,bt,gu,bd,mv,io,tw,mm,lk,hk,mo,pg,la,pw,th,ph,vn,au,kh,my,bn,tl,sg,cc,id,cx
az,az,am,ge,iq,sy,ir,tm,tr,kw,lb,cy,ps,uz,jo,il,gz,ua,bh,qa,md,kz,sa,bg,af,ro,ae,tj,by,eg,mk,gr,om,rs,xk,pk,kg,al,me,hu,sk,lt,ba,lv,pl,ee,hr,si,cz,ye,at,fi,er,sm,it,mt,va,se,de,li,dj,ly,ch,dk,mc,lu,tn,nl,sd,no,be,et,np,in,fr,ad,so,td,je,gg,gb,im,bt,es,sj,fo,ie,bd,dz,ru,mn,ne,ke,cf,ug,gi,pt,mv,lk,cn,ma,is,mm,rw,sc,cm,bi,ng,tz,ml,cg,cd,bj,la,gq,bf,io,th,tg,km,gl,ga,eh,mr,yt,gh,st,mw,zm,kh,ci,mo,hk,ao,vn,kp,gn,mg,sn,mz,my,gm,lr,kr,mu,sl,zw,gw,re,tw,sg,cv,bw,jp,sz,na,cc,bn,ph,pm,ls,id,cx,za,ca,pw,sh,bm,mp,gu,tl,tf,ag,ai,gp,kn,ms,dm,vg,bb,mq,vi,lc,fm,pr,vc,gf,us,hm,gd,tc,tt,bs,do,sr,ht,pg,gy,cu,an,bv,aw,jm,au,ky,ve,br,bz,mh,hn,mx,co,ni,gt,pa,nr,sv,cr,sb,bo,py,ec,gs,aq,uy,pe,vu,nc,tv,ar,fk,nf,ki,fj,cl,wf,tk,ws,as,to,nz,nu,ck,pf,pn
ba,ba,me,hr,rs,xk,si,al,hu,sm,mk,at,it,va,sk,ro,gr,bg,cz,li,ch,mc,pl,md,mt,de,lu,ua,be,fr,nl,ad,tn,by,lt,dk,lv,tr,je,gg,cy,ee,es,se,lb,no,ly,gb,im,gz,ps,fi,il,ge,sy,gi,ie,pt,jo,eg,dz,am,az,iq,ma,fo,ne,kw,td,is,sa,ir,tm,eh,ml,bh,sd,qa,mr,sj,kz,uz,er,ng,bf,ae,cm,bj,cf,tg,ye,dj,om,gh,af,gl,tj,et,sn,kg,gn,gm,ci,pk,gw,gq,sl,cg,lr,ug,st,cv,ga,so,rw,ke,cd,bi,pm,ru,tz,np,ao,in,mn,zm,mw,sc,bt,km,bd,yt,bm,mv,cn,zw,mz,lk,bw,mm,na,mg,ca,io,ag,ai,gp,ms,kn,dm,sz,bb,mq,vg,vi,lc,sh,la,vc,pr,gf,re,gd,mu,ls,th,za,tt,kp,tc,sr,do,bs,ht,gy,kr,mo,cu,us,hk,an,kh,aw,vn,jm,ve,ky,tw,my,jp,br,sg,co,hn,bz,pa,ni,cc,ph,cr,gt,bn,sv,mx,id,bo,ec,cx,py,pe,bv,uy,mp,pw,tf,gu,hm,gs,tl,ar,fm,cl,fk,aq,pg,mh,au,nr,sb,ki,tv,vu,tk,nc,pn,wf,fj,ws,as,pf,nf,nu,to,ck,nz
bb,bb,lc,vc,mq,gd,dm,tt,ms,ag,gp,kn,ai,vg,vi,gy,pr,an,ve,sr,aw,gf,do,ht,tc,co,jm,cu,bm,bs,ky,pa,ec,cr,ni,hn,pe,bz,br,sv,bo,gt,pm,cv,py,us,mx,gm,gw,sn,eh,uy,mr,sl,gn,lr,cl,ma,ar,pt,ci,gi,ml,es,ca,bf,ie,gh,dz,is,gg,je,im,tg,gl,ad,gb,bj,fr,sh,fo,be,nl,lu,mc,fk,ne,ch,tn,li,st,ng,de,dk,no,va,it,sm,mt,at,si,hr,gq,cz,gs,cm,ba,ga,ly,pl,se,hu,me,sk,al,rs,xk,mk,gr,td,lt,sj,lv,cg,ee,fi,pn,ro,bg,by,md,cf,ao,ua,cd,eg,na,cy,tr,bv,gz,sd,il,ps,lb,jo,sy,bw,rw,bi,za,ge,zm,ug,am,zw,iq,pf,az,ls,er,aq,tz,mw,sz,ke,et,sa,kw,dj,mz,ir,bh,qa,kz,tm,ye,so,ck,ru,uz,ae,km,yt,om,ki,mg,tj,kg,af,as,nu,tk,pk,ws,sc,re,mn,to,wf,mu,fj,tv,tf,nz,np,hm,mh,kp,in,jp,cn,bt,mv,kr,io,nr,bd,nf,vu,lk,nc,mm,mp,sb,la,tw,fm,hk,mo,gu,th,kh,vn,ph,my,pw,pg,cc,sg,bn,au,cx,id,tl
bd,bd,bt,mm,np,in,la,th,cn,kh,lk,vn,pk,mo,kg,hk,tj,af,my,mn,sg,mv,uz,tw,tm,bn,kz,ph,om,ir,ae,id,kr,io,kp,qa,bh,cc,cx,kw,ru,az,ye,sa,am,iq,jp,ge,sc,pw,sy,so,dj,tl,er,jo,lb,tr,ps,il,et,gz,cy,mp,ua,gu,eg,md,mu,by,bg,ke,re,ro,ee,lv,yt,fi,lt,km,sd,mk,gr,rs,xk,fm,sk,mg,hu,pl,al,pg,ug,me,se,ba,tz,sj,cz,hr,si,at,rw,au,bi,sm,ly,mt,dk,de,no,it,va,mw,li,td,ch,mz,lu,cf,nl,mc,be,tn,zm,fr,cd,fo,gb,ad,zw,im,je,gg,tf,sb,sz,cg,ie,cm,ne,is,es,nr,dz,hm,bw,mh,ng,ao,gl,ls,ga,gq,gi,pt,ma,na,st,za,vu,bj,nc,tg,bf,ml,gh,tv,nf,mr,eh,ci,gn,fj,lr,sn,sl,wf,gm,ca,gw,tk,ki,nz,to,ws,pm,as,cv,nu,bv,sh,aq,ck,us,bm,pf,bs,gs,ai,ag,mx,gp,kn,vg,tc,ms,vi,dm,pr,mq,bb,lc,cu,do,vc,ht,gd,gf,tt,ky,jm,sr,gy,an,aw,bz,gt,hn,ve,sv,ni,br,fk,pn,cr,pa,co,uy,py,ar,bo,ec,pe,cl
be,be,lu,nl,de,ch,je,fr,gg,li,dk,im,gb,mc,cz,at,ad,si,ie,sm,hr,pl,sk,va,no,it,hu,ba,es,se,lt,me,rs,fo,lv,xk,pt,ee,al,ro,by,mk,md,gi,mt,fi,bg,gr,tn,ua,is,ma,dz,tr,cy,ly,ge,sj,lb,gz,ps,sy,eh,gl,il,am,jo,eg,az,mr,ne,iq,ml,td,kw,bf,pm,sn,kz,tm,ir,gm,sa,bj,cv,ng,uz,gw,tg,gn,gh,bh,sd,qa,cm,ci,sl,er,lr,cf,ae,tj,kg,af,gq,om,dj,ye,st,et,pk,ru,cg,ga,bm,ug,cd,rw,so,ke,bi,ca,mn,ai,ag,gp,np,kn,ms,tz,vg,ao,dm,vi,mq,bb,lc,pr,in,vc,tc,gd,bs,do,tt,bt,zm,gf,ht,us,sr,cn,cu,mw,bd,gy,an,sc,aw,jm,km,ky,yt,zw,ve,mv,mm,mz,na,bw,lk,sh,kp,bz,mg,hn,co,la,ni,kr,pa,sz,gt,io,br,cr,sv,th,mx,za,ls,jp,mo,hk,re,mu,ec,kh,tw,vn,bo,pe,my,py,sg,ph,uy,bn,cc,id,mp,bv,cx,ar,gu,pw,cl,gs,tf,fm,fk,tl,hm,mh,pg,aq,nr,ki,au,sb,pn,tv,tk,pf,vu,ws,wf,as,fj,nc,ck,nu,to,nf,nz
